PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
BLD-ACC2021-00041,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5085 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,189
BLD-ACC2021-00042,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5087 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,190
BLD-ACC2021-00043,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5005 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,191
BLD-ACC2021-00044,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5015 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,192
BLD-ACC2021-00045,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5025 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,193
BLD-ACC2021-00046,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,Received,5035 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,194
BLD-ACC2021-00047,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,Received,5055 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,195
BLD-ACC2021-00048,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5067 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,196
BLD-ACC2021-00049,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5125 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,197
BLD-ACC2021-00050,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5135 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,198
BLD-ACC2021-00051,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5175 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,199
BLD-ACC2021-00052,,"Addition of 5' x 8' exterior, uncovered, above-grade decks w/ railings to each of the 20 apartments in the Merritt Townhomes complex. Scope includes replacement of existing exterior windows with new glass sliding doors to access decks. Reference ADR2020-00098.",3/17/2021,,,In Review,5115 MERRITT DR,BOULDER,CO,80303,1.46333E+11,,Building Permit - Accessory,Addition,4000,,,,20,,,40,,,,,,,,,,VAN MATRE CONSTRUCTION LLC,Contractor: General,200
BLD-MFD2021-00014,,"Floor joists and stair replacement in common areas. 3200 sq ft of repair area. Exterior drain work, 3200 sq ft.",3/17/2021,,,Pending at Applicant,948 NORTH ST,BOULDER,CO,80304,1.46125E+11,,Building Permit - Multifamily,Repair,219703,,,,,,,,3200,,,,,,,,,ASR COMPANIES,Contractor: General,201
BLD-NRE2021-00037,,"Suite 105B. 1580 square foot Tenant improvement that includes new wall/floor/ceiling finishes and modification of Electrical, Lighting, Mechanical, and Sprinkler systems.",3/17/2021,,,In Review,1505 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Building Permit - Non-Residential,Remodel,106413,,,,,,,,1580,,,,,,,,,COBURN PARTNERS INC,Contractor: General,202
BLD-NRE2021-00038,,Removal of all Sprint telecommunication antennas and equipment from the rooftop.,3/17/2021,,,Pending at Applicant,2801 IRIS AVE,BOULDER,CO,80301,1.4632E+11,,Building Permit - Non-Residential,Remodel,15000,,,,,,,,16,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,203
BLD-SFD2021-00116,,"The project is the demolition of an existing 1,788 sf, single story  wood framed residence, with walk out basement.  Project proposes to construct new 2 story 2,992 sf wood  framed  4 bedroom residence with walk out basement.",3/17/2021,,,In Review,543 DEWEY AVE,BOULDER,CO,80304,1.46125E+11,,Building Permit - Single Family Detached Dwelling,New,750000,,,,,,,4002,,,,,,,,,,JA LONG CONSTRUCTION,Contractor: General,204
MEC2021-00503,,REPLACE TANKLESS WATER HEATER,3/22/2021,,,Payment Pending,955 BROADWAY 102,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical HVAC/Solar,4300,,,,,,,,,,,,,,,,,CARROLL MECHANICAL SERVICES,Contractor: Mechanical,205
MEC2021-00504,BLD-SFD2021-00139,"Remodel of garden level guest bath and laundry rooms, and upper level master bath in tri-level single family home.  Garden level drains to vanity, shower, and washer to be relocated.",3/22/2021,,,Received,380 LIPAN  WAY,BOULDER,CO,80303,1.57704E+11,,Mechanical Permit,Mechanical Sub-Permit,700,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,206
PLB2021-00173,,"Waste & Vent, Water Piping, Underground and Setting of New Trim",3/22/2021,,,Payment Pending,1617 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Plumbing Permit,Plumbing Permit,25800,,,,,,,,,,,,,,,,,"STRAIT PLUMBING, INC",Contractor: Plumbing,207
PLB2021-00174,BLD-SFD2021-00139,"Remodel of garden level guest bath and laundry rooms, and upper level master bath in tri-level single family home.  Garden level drains to vanity, shower, and washer to be relocated.",3/22/2021,,,Received,380 LIPAN  WAY,BOULDER,CO,80303,1.57704E+11,,Plumbing Permit,Plumbing Sub-Permit,2700,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,208
PLB2021-00175,,"Waste & Vent, Water Piping, Underground, Condensate Drain, Gas Piping and New Trim Fixtures.",3/22/2021,,,Payment Pending,2805 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Plumbing Permit,Plumbing Permit,51000,,,,,,,,,,,,,,,,,"STRAIT PLUMBING, INC",Contractor: Plumbing,209
ROW2021-00281,,"125' bore placing one 2"" HDPE conduit and one coaxial cable to provide service to Comcast Customer, job# 0000536089",3/22/2021,3/22/2021,,Issued,3200 WALNUT ST,BOULDER,CO,80301,1.46329E+11,,Right-of-Way Permit,Right-of-Way Permit,481,,,,,,,,,,,,,,,,,Sage Telecommunications,Contractor: Right-of-Way,210
ROW2021-00282,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105786141",3/22/2021,,,Payment Pending,290 GREEN ROCK DR,BOULDER,CO,80302,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,211
ROW2021-00283,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105719921",3/22/2021,,,Payment Pending,1660 VIOLET AVE,BOULDER,CO,80304,1.46318E+11,,Right-of-Way Permit,Right-of-Way Permit,200,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,212
ROW2021-00284,,Repair sewer service to the tap in the street,3/22/2021,3/23/2021,,Issued,2705 15TH ST,BOULDER,CO,80304,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,3000,,,,,,,,,,,,,,,,,AFFORD A ROOTER,Contractor: Right-of-Way,213
ROW2021-00285,,"Repair & replace asphalt & conrete curb walk. Install 2 fire lines, 45', install 45' domestic water line, install 181' of sanitary sewer.",3/22/2021,3/22/2021,,Issued,2008 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,15000,,,,,,,,,,,,,,,,,STONE & CONCRETE INC dba GO DIRECT SERVICES,Contractor: Right-of-Way,214
ROW2021-00286,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104554997",3/22/2021,3/22/2021,,Issued,620 S 44TH ST,BOULDER,CO,80305,1.57708E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,215
ROW2021-00287,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104351417",3/22/2021,3/22/2021,,Issued,210 S 38TH ST,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,216
ROW2021-00288,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104351417",3/22/2021,3/23/2021,,Issued,445 S 39TH ST,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,217
ROW2021-00289,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104315082",3/22/2021,3/22/2021,,Issued,2754 MOORHEAD AVE,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,218
ROW2021-00290,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104311437",3/22/2021,,,Approved for Issuance,115 31ST ST,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,219
ROW2021-00291,,"Replace OH poles deemed unsafe  - X 2 poles, job# 104315079",3/22/2021,3/22/2021,,Issued,395 27TH ST,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,220
ROW2021-00292,,"Replace OH poles deemed unsafe, job# 104404639",3/22/2021,3/22/2021,,Issued,3695 MARTIN DR,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,221
ROW2021-00293,,"Replace OH poles, job# 104315084",3/22/2021,,,Payment Pending,2855 ELM AVE,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,222
UTL2021-00285,,"125' bore placing one 2"" HDPE conduit and one coaxial cable to provide service to Comcast Customer, job# 0000536089",3/22/2021,3/22/2021,,Issued,3200 WALNUT ST,BOULDER,CO,80301,1.46329E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Sage Telecommunications,Contractor: Right-of-Way,223
UTL2021-00286,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105786141",3/22/2021,,,Payment Pending,290 GREEN ROCK DR,BOULDER,CO,80302,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,224
UTL2021-00287,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105719921",3/22/2021,,,Payment Pending,1660 VIOLET AVE,BOULDER,CO,80304,1.46318E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,225
UTL2021-00288,,Repair sewer service to the tap in the street,3/22/2021,3/23/2021,,Issued,2705 15TH ST,BOULDER,CO,80304,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,AFFORD A ROOTER,Contractor: Right-of-Way,226
UTL2021-00289,,In-Property WW Repair,3/22/2021,3/22/2021,3/22/2021,Letter of Completion,1069 CRESTMOOR DR,BOULDER,CO,80303,1.46335E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,227
UTL2021-00290,,11' long sewer service repairs in backyard and install 2- liner patches,3/22/2021,3/23/2021,3/23/2021,Letter of Completion,1686 SUNSET BLVD,BOULDER,CO,80304,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,228
UTL2021-00291,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104554997",3/22/2021,3/22/2021,,Issued,620 S 44TH ST,BOULDER,CO,80305,1.57708E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,229
UTL2021-00292,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104351417",3/22/2021,3/22/2021,,Issued,210 S 38TH ST,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,230
UTL2021-00293,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104351417",3/22/2021,3/23/2021,,Issued,445 S 39TH ST,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,231
UTL2021-00294,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104315082",3/22/2021,3/22/2021,,Issued,2754 MOORHEAD AVE,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,232
UTL2021-00295,,"Replace OH poles deemed unsafe  - Crane set RCA need - Crew will contact residents of closure and have them park outside of closure before closure, job# 104311437",3/22/2021,3/22/2021,,Issued,115 31ST ST,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,233
UTL2021-00296,,"Repair & replace asphalt & conrete curb walk. Install 2 fire lines, 45', install 45' domestic water line, install 181' of sanitary sewer.",3/22/2021,3/22/2021,,Issued,2008 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,STONE & CONCRETE INC dba GO DIRECT SERVICES,Contractor: Right-of-Way,234
UTL2021-00297,,"Replace OH poles deemed unsafe  - X 2 poles, job# 104315079",3/22/2021,3/22/2021,,Issued,395 27TH ST,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,235
UTL2021-00298,BLD-SFD2020-00517,"*Substantial demolition of an existing single family detached dwelling, leaving a small portion of the east wing standing.  The new construction (addition of 11,570 sqft) and remodel (284 sqft) is for a two and one story structure, over basement, crawlspace, and some existing slab-on grade, with an attached garage, and front and back covered porches. Lower level to contain a den, theater, exercise room, a bedroom suite, and mechanical/storage areas. Main level to contain an owner's suite and office in the west wing, an indoor pool, spa, and sauna in the east wing, kitchen/dining, hearth room, gathering room, den and powder room in the central area..  Upper level to contain three additional bedroom suites. Associated with a second detached garage under a separate permit.",3/22/2021,,,Received,775 KALMIA AVE,BOULDER,CO,80304,1.46124E+11,,Utility Permit,Utility Sub-Permit,0,,,,,,,,,,,,,,,,,HARRINGTON STANKO LLC,Contractor: General,236
